seed,acc,f1w,f1m
0,0.9666666666666667,0.9665178571428572,0.9665178571428572
1,0.9833333333333333,0.9833147942157954,0.9833147942157954
2,0.9333333333333333,0.9337557603686636,0.9337557603686636
3,0.9833333333333333,0.9833147942157954,0.9833147942157954
4,1.0,1.0,1.0
5,0.9833333333333333,0.9833147942157954,0.9833147942157954
6,1.0,1.0,1.0
7,0.9833333333333333,0.9833147942157954,0.9833147942157954
8,0.9833333333333333,0.9833147942157954,0.9833147942157954
9,0.9833333333333333,0.9833147942157954,0.9833147942157954
10,0.95,0.9498922413793103,0.9498922413793104
11,0.9666666666666667,0.9665178571428572,0.9665178571428572
12,0.9833333333333333,0.9833147942157954,0.9833147942157954
13,1.0,1.0,1.0
14,0.9833333333333333,0.9833147942157954,0.9833147942157954
15,0.9666666666666667,0.9666666666666667,0.9666666666666667
16,0.9833333333333333,0.9833147942157954,0.9833147942157954
17,0.95,0.9514106583072102,0.95141065830721
18,0.9666666666666667,0.9671336206896552,0.9671336206896552
19,0.9833333333333333,0.9833147942157954,0.9833147942157954
20,0.9833333333333333,0.9833147942157954,0.9833147942157954
21,0.9666666666666667,0.9671336206896552,0.9671336206896552
22,0.9833333333333333,0.9833147942157954,0.9833147942157954
23,0.9666666666666667,0.9665178571428572,0.9665178571428572
24,0.9666666666666667,0.9666666666666667,0.9666666666666667
25,0.9833333333333333,0.9833147942157954,0.9833147942157954
26,0.9666666666666667,0.9671336206896552,0.9671336206896552
27,0.9833333333333333,0.9833147942157954,0.9833147942157954
28,1.0,1.0,1.0
29,0.9833333333333333,0.9833147942157954,0.9833147942157954
30,0.9666666666666667,0.9671336206896552,0.9671336206896552
31,0.95,0.949944382647386,0.949944382647386
32,0.9166666666666666,0.9142857142857143,0.9142857142857144
33,0.9833333333333333,0.9833147942157954,0.9833147942157954
34,0.9833333333333333,0.9833147942157954,0.9833147942157954
35,0.9833333333333333,0.9833147942157954,0.9833147942157954
36,0.9666666666666667,0.9666666666666667,0.9666666666666667
37,1.0,1.0,1.0
38,0.9333333333333333,0.9338524286243975,0.9338524286243975
39,0.9833333333333333,0.9833147942157954,0.9833147942157954
40,0.9833333333333333,0.9833147942157954,0.9833147942157954
41,0.9666666666666667,0.9665178571428572,0.9665178571428572
42,0.9833333333333333,0.9833147942157954,0.9833147942157954
43,0.9333333333333333,0.9338524286243975,0.9338524286243975
44,1.0,1.0,1.0
45,0.9833333333333333,0.9833147942157954,0.9833147942157954
46,0.9833333333333333,0.9833147942157954,0.9833147942157954
47,1.0,1.0,1.0
48,1.0,1.0,1.0
49,1.0,1.0,1.0
50,1.0,1.0,1.0
51,0.9833333333333333,0.9833147942157954,0.9833147942157954
52,0.95,0.949944382647386,0.949944382647386
53,1.0,1.0,1.0
54,0.9833333333333333,0.9833147942157954,0.9833147942157954
55,0.9666666666666667,0.9666666666666667,0.9666666666666667
56,0.95,0.9505190952910642,0.9505190952910642
57,0.95,0.950794894760412,0.950794894760412
58,0.9833333333333333,0.9833147942157954,0.9833147942157954
59,0.9833333333333333,0.9833147942157954,0.9833147942157954
60,0.9333333333333333,0.9338524286243975,0.9338524286243975
61,0.9833333333333333,0.9833147942157954,0.9833147942157954
62,0.9666666666666667,0.9665178571428572,0.9665178571428572
63,0.9666666666666667,0.9665178571428572,0.9665178571428572
64,0.9833333333333333,0.9833147942157954,0.9833147942157954
65,0.9666666666666667,0.9666666666666667,0.9666666666666667
66,0.9333333333333333,0.9348739495798319,0.9348739495798319
67,0.95,0.9498922413793103,0.9498922413793104
68,0.9666666666666667,0.9666666666666667,0.9666666666666667
69,0.95,0.950794894760412,0.950794894760412
70,0.9666666666666667,0.9671336206896552,0.9671336206896552
71,1.0,1.0,1.0
72,0.95,0.949944382647386,0.949944382647386
73,0.9833333333333333,0.9833147942157954,0.9833147942157954
74,1.0,1.0,1.0
75,1.0,1.0,1.0
76,0.9833333333333333,0.9833147942157954,0.9833147942157954
77,0.9666666666666667,0.9671336206896552,0.9671336206896552
78,0.9666666666666667,0.9666481275491287,0.9666481275491287
79,0.9666666666666667,0.9666666666666667,0.9666666666666667
80,1.0,1.0,1.0
81,0.9833333333333333,0.9833147942157954,0.9833147942157954
82,1.0,1.0,1.0
83,0.9666666666666667,0.9666666666666667,0.9666666666666667
84,0.9833333333333333,0.9833147942157954,0.9833147942157954
85,0.9833333333333333,0.9833147942157954,0.9833147942157954
86,0.9833333333333333,0.9833147942157954,0.9833147942157954
87,0.9833333333333333,0.9833147942157954,0.9833147942157954
88,1.0,1.0,1.0
89,0.9833333333333333,0.9833147942157954,0.9833147942157954
90,0.9666666666666667,0.9666481275491287,0.9666481275491287
91,0.9833333333333333,0.9833147942157954,0.9833147942157954
92,0.9833333333333333,0.9833147942157954,0.9833147942157954
93,0.95,0.949944382647386,0.949944382647386
94,0.9333333333333333,0.9338524286243975,0.9338524286243975
95,0.95,0.9505190952910642,0.9505190952910642
96,0.9833333333333333,0.9833147942157954,0.9833147942157954
97,1.0,1.0,1.0
98,0.9833333333333333,0.9833147942157954,0.9833147942157954
99,0.9833333333333333,0.9833147942157954,0.9833147942157954
