seed,acc,f1w,f1m
0,0.9333333333333333,0.9321266968325792,0.9321266968325792
1,0.9166666666666666,0.9142857142857143,0.9142857142857144
2,0.8833333333333333,0.8848455598455599,0.8848455598455598
3,0.9166666666666666,0.9142857142857143,0.9142857142857144
4,0.9333333333333333,0.9321266968325792,0.9321266968325792
5,0.9333333333333333,0.9341897678611676,0.9341897678611675
6,0.9333333333333333,0.9307466726821565,0.9307466726821566
7,0.95,0.9494949494949495,0.9494949494949495
8,0.9833333333333333,0.9833147942157954,0.9833147942157954
9,0.9833333333333333,0.9833147942157954,0.9833147942157954
10,0.9666666666666667,0.9665178571428572,0.9665178571428572
11,0.8666666666666667,0.8670112781954887,0.8670112781954887
12,0.9166666666666666,0.9142857142857143,0.9142857142857144
13,0.85,0.8284632034632035,0.8284632034632035
14,0.8666666666666667,0.8564593301435407,0.8564593301435407
15,0.9666666666666667,0.9665178571428572,0.9665178571428572
16,0.9166666666666666,0.9142857142857143,0.9142857142857144
17,0.9,0.8958333333333334,0.8958333333333334
18,0.95,0.9494949494949495,0.9494949494949495
19,0.95,0.9494949494949495,0.9494949494949495
20,0.95,0.9494949494949495,0.9494949494949495
21,1.0,1.0,1.0
22,0.95,0.9494949494949495,0.9494949494949495
23,0.8833333333333333,0.8766157461809636,0.8766157461809636
24,0.95,0.9494949494949495,0.9494949494949495
25,0.8833333333333333,0.8766157461809636,0.8766157461809636
26,0.9833333333333333,0.9833147942157954,0.9833147942157954
27,0.95,0.9494949494949495,0.9494949494949495
28,0.95,0.9494949494949495,0.9494949494949495
29,0.8666666666666667,0.8564593301435407,0.8564593301435407
30,0.95,0.9494949494949495,0.9494949494949495
31,0.9333333333333333,0.9321266968325792,0.9321266968325792
32,0.9166666666666666,0.9172034861690034,0.9172034861690034
33,0.95,0.9494949494949495,0.9494949494949495
34,0.95,0.9485327060931898,0.94853270609319
35,0.95,0.9494949494949495,0.9494949494949495
36,0.95,0.9494949494949495,0.9494949494949495
37,0.95,0.9494949494949495,0.9494949494949495
38,0.9833333333333333,0.9833147942157954,0.9833147942157954
39,0.95,0.9485327060931898,0.94853270609319
40,0.9333333333333333,0.9321266968325792,0.9321266968325792
41,0.9833333333333333,0.9833147942157954,0.9833147942157954
42,0.8833333333333333,0.8815820130475304,0.8815820130475303
43,0.95,0.9485327060931898,0.94853270609319
44,0.8666666666666667,0.8517992424242424,0.8517992424242424
45,0.95,0.9494949494949495,0.9494949494949495
46,0.9,0.8958333333333334,0.8958333333333334
47,0.95,0.9485327060931898,0.94853270609319
48,0.9333333333333333,0.9321266968325792,0.9321266968325792
49,0.9333333333333333,0.9321266968325792,0.9321266968325792
50,1.0,1.0,1.0
51,0.9166666666666666,0.9172034861690034,0.9172034861690034
52,0.9333333333333333,0.9307466726821565,0.9307466726821566
53,0.9666666666666667,0.9665178571428572,0.9665178571428572
54,0.9833333333333333,0.9833147942157954,0.9833147942157954
55,0.9833333333333333,0.9833147942157954,0.9833147942157954
56,0.95,0.9494949494949495,0.9494949494949495
57,0.9,0.899712643678161,0.899712643678161
58,0.95,0.9494949494949495,0.9494949494949495
59,0.9,0.8958333333333334,0.8958333333333334
60,0.9333333333333333,0.9307466726821565,0.9307466726821566
61,0.9,0.8958333333333334,0.8958333333333334
62,0.9333333333333333,0.9321266968325792,0.9321266968325792
63,0.95,0.9494949494949495,0.9494949494949495
64,0.9666666666666667,0.9665178571428572,0.9665178571428572
65,0.9666666666666667,0.9665178571428572,0.9665178571428572
66,0.9,0.899712643678161,0.899712643678161
67,0.95,0.9485327060931898,0.94853270609319
68,0.95,0.950794894760412,0.950794894760412
69,0.9666666666666667,0.9665178571428572,0.9665178571428572
70,0.95,0.9485327060931898,0.94853270609319
71,0.9,0.8920454545454546,0.8920454545454546
72,0.9333333333333333,0.9321266968325792,0.9321266968325792
73,0.9833333333333333,0.9833147942157954,0.9833147942157954
74,0.95,0.9494949494949495,0.9494949494949495
75,0.9166666666666666,0.9142857142857143,0.9142857142857144
76,0.9666666666666667,0.9665178571428572,0.9665178571428572
77,0.8833333333333333,0.8766157461809636,0.8766157461809636
78,0.9333333333333333,0.9321266968325792,0.9321266968325792
79,0.95,0.9494949494949495,0.9494949494949495
80,0.9333333333333333,0.9307466726821565,0.9307466726821566
81,0.9,0.9027777777777778,0.9027777777777778
82,0.9333333333333333,0.9341897678611676,0.9341897678611675
83,0.9833333333333333,0.9833147942157954,0.9833147942157954
84,0.9166666666666666,0.9142857142857143,0.9142857142857144
85,0.9166666666666666,0.9142857142857143,0.9142857142857144
86,0.9166666666666666,0.9172034861690034,0.9172034861690034
87,0.9333333333333333,0.9307466726821565,0.9307466726821566
88,0.9666666666666667,0.9660138248847926,0.9660138248847927
89,0.9666666666666667,0.9665178571428572,0.9665178571428572
90,0.9166666666666666,0.9142857142857143,0.9142857142857144
91,0.9666666666666667,0.9665178571428572,0.9665178571428572
92,0.9666666666666667,0.9666481275491287,0.9666481275491287
93,0.8833333333333333,0.8815820130475304,0.8815820130475303
94,0.9166666666666666,0.9172034861690034,0.9172034861690034
95,0.9333333333333333,0.9307466726821565,0.9307466726821566
96,0.9666666666666667,0.9665178571428572,0.9665178571428572
97,0.95,0.9494949494949495,0.9494949494949495
98,0.9666666666666667,0.9665178571428572,0.9665178571428572
99,0.9833333333333333,0.9833147942157954,0.9833147942157954
